75,1051.0,591.0
76,1049.0,591.0
77,1049.0,591.0
78,1049.0,591.0
79,1049.0,591.0
80,1049.0,591.0
81,1047.0,591.0
82,1047.0,593.0
83,1049.0,595.0
84,1051.0,598.0
85,1054.0,599.0
86,1057.0,599.0
87,1060.0,600.0
88,1060.0,599.0
89,1060.0,599.0
90,1064.0,600.0
91,1067.0,599.0
92,1069.0,601.0
93,1070.0,601.0
94,1069.0,602.0
95,1069.0,602.0
96,1069.0,602.0
97,1070.0,601.0
98,1074.0,600.0
99,1074.0,601.0
100,1074.0,601.0
101,1074.0,601.0
102,1072.0,603.0
103,1071.0,605.0
104,1071.0,604.0
105,1071.0,603.0
106,1072.0,603.0
107,1071.0,605.0
108,1072.0,605.0
109,1072.0,604.0
110,1072.0,604.0
111,1071.0,601.0
112,1071.0,599.0
113,1072.0,599.0
114,1073.0,598.0
115,1073.0,599.0
116,1072.0,598.0
117,1072.0,598.0
118,1072.0,598.0
119,1072.0,598.0
120,1072.0,598.0
121,1072.0,599.0
122,1072.0,601.0
123,1072.0,601.0
124,1072.0,601.0
125,1072.0,601.0
126,1072.0,601.0
127,1072.0,601.0
128,1073.0,600.0
129,1076.0,598.0
130,1077.0,600.0
131,1077.0,603.0
132,1078.0,606.0
133,1080.0,609.0
134,1083.0,610.0
135,1086.0,610.0
136,1088.0,608.0
137,1090.0,605.0
138,1091.0,603.0
139,1092.0,602.0
140,1091.0,602.0
141,1091.0,602.0
142,1091.0,603.0
143,1090.0,604.0
144,1091.0,602.0
145,1091.0,603.0
146,1090.0,606.0
147,1088.0,607.0
148,1089.0,607.0
149,1092.0,608.0
150,1095.0,607.0
151,1097.0,605.0
152,1097.0,606.0
153,1097.0,606.0
154,1096.0,605.0
155,1095.0,605.0
156,1095.0,605.0
157,1096.0,605.0
158,1096.0,605.0
159,1096.0,605.0
160,1095.0,605.0
161,1096.0,605.0
162,1095.0,605.0
163,1096.0,605.0
164,1095.0,605.0
165,1095.0,605.0
166,1095.0,605.0
167,1096.0,605.0
168,1098.0,605.0
169,1099.0,603.0
170,1099.0,603.0
171,1097.0,600.0
172,1097.0,599.0
173,1095.0,596.0
174,1096.0,594.0
175,1098.0,592.0
176,1098.0,594.0
177,1098.0,593.0
178,1098.0,592.0
